4.3639 	EXP 	123backWM: status = NOT_STARTED
4.3647 	INFO 	Loaded monitor calibration from ['2024_10_21 13:15']
4.3663 	INFO 	Loaded monitor calibration from ['2024_10_21 13:15']
4.3682 	WARNING 	Requested an unavailable screen number - using first available.
4.3695 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
5.1759 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002958B0DBF10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002958B0DBEB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002958B0DBD00>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002958B2E5160>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1759 	EXP 	window1: backgroundImage = None
5.1759 	EXP 	window1: backgroundFit = 'cover'
5.1761 	EXP 	window1: mouseVisible = False
5.1763 	EXP 	window1: mouseVisible = False
5.1818 	EXP 	Created trial_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='trial_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
5.1821 	EXP 	window1: mouseVisible = False
5.1871 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([ 0.75, -0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
5.1878 	EXP 	window1: mouseVisible = False
5.2377 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1.        ,  0.00392157, -1.        ]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Correct!', units='height', win=Window(...), wrapWidth=1)
5.2378 	EXP 	window1: mouseVisible = False
5.2402 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Incorrect', units='height', win=Window(...), wrapWidth=1)
5.2403 	EXP 	window1: mouseVisible = False
5.2442 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Respond faster!', units='height', win=Window(...), wrapWidth=1)
5.2442 	EXP 	window1: mouseVisible = False
5.2538 	EXP 	Created practice_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='practice_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
5.2538 	EXP 	window1: mouseVisible = False
5.2576 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.1405 	DATA 	Keypress: return
9.1502 	EXP 	practice_text: height = 0.05
9.1502 	EXP 	practice_text: height = 0.05
9.1502 	EXP 	practice_text: height = 0.05
9.1502 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.1518 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.1589 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.1760 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.1988 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2089 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2256 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2431 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2593 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2759 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.2922 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3089 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3259 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3425 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3592 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3758 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.3924 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4187 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4379 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4423 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4598 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4832 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.4933 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5150 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5340 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5525 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5589 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5767 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.5966 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6096 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6273 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6426 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6589 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6759 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.6927 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7090 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7258 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7422 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7590 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7757 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.7922 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8090 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8258 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8424 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8591 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8758 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.8924 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.9090 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.9259 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.9427 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.9593 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
9.9767 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0021 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0225 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0258 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0423 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0597 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0771 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.0971 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1184 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1357 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1424 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1590 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1761 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.1924 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2108 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2281 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2431 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2591 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2757 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.2925 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.3092 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.3260 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.3426 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.3590 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
10.3757 	EXP 	practice_text: text = "In this game, you'll see animals appear one by one.\nYour task is to detect when the current animal matches the one shown N steps earlier.\n\nPress enter to continue."
